address,classification,details,fone,link,name,position,link_problem,has_instagram,has_facebook,facebook_link,instagram_link
"Edifício Atlanta ( próximo ao Pequeno Anjo - Rua João Bauer, 155 - sala 10","5,0",Clínica de acupuntura, (47) 99920-1279 · ,http://www.orienteterapias.com.br/,"Raquel Sato_ Oriente terapias; Acupuntura, Reiki, Psicanálise,Constelação Familiar e mais.",127,True,,,,
"R. 600, 349","5,0",Clínica especializada, (47) 3363-4019 · ,https://www.clinicalipolaser.com.br/,Clinica Lipolaser,128,,True,True,https://www.facebook.com/clinicalipolaser,https://www.instagram.com/lipolaserbc/
"R. 906, 450","4,7",Clínica de Fisioterapia, (47) 3264-5051 · ,https://www.equilibrioesteticaesaude.com.br/,Clínica Equilíbrio Estética e Saúde,129,,True,True,https://www.facebook.com/clinicaequilibrioesteticaesaude,https://www.instagram.com/rosafpsi
"R. Isidoro Caetano, 277 - sala 03","5,0",Serviço de emagrecimento, (47) 99684-7184 · ,http://www.esplendidaestetica.com.br/,Esplêndida Estética Avançada,130,,True,True,https://www.facebook.com/esplendidabalneariocamboriu,https://www.instagram.com/esplendidaesteticabc/
"R. Antônio Bitencourt, 61","5,0",Clínica odontológica, (47) 99927-9798 · ,http://www.coeodontoestetica.com.br/,Coe Centro de Odontologia Estética,131,,True,True,https://www.facebook.com/COE-Centro-de-Odontologia-Est%C3%A9tica-1807198042855363,https://www.instagram.com/coe_odontologia_estetica/
"Rua 904, 586 - 88330-592","4,9",Clínica odontológica, (47) 3363-5696 · ,http://www.ceoclinica.com.br/,CEO | Odontologia Avançada,134,True,,,,
"R. Osmar Nunes, 265","5,0",Clínica de cirurgia plástica, (47) 99753-6420 · ,http://atelienadinegarcia.vitrinevirtual.net/,Ateliê Nadine Garcia,135,,False,False,,
"R. Dr. José Bonifácio Malburg, 310","4,5",Clínica odontológica, (47) 3514-4795 · ,https://www.sorrifacil.com.br/clinicas/itajai-especialidades,Sorrifácil Clinica Odontológica Especialidades,136,,True,True,https://www.facebook.com/Clinicas.Sorrifacil,https://www.instagram.com/sorrifacil
"R. 620, 380","3,3",Clínica de cirurgia plástica, (47) 3363-8315 · ,https://emporiumdabeleza.com.br/,Emporium Da Beleza,137,True,,,,
"Rua: 2500, 930 Centro","4,9",Centro de saúde e beleza, (47) 2125-8552 · ,http://www.virtuosaestetica.com.br/,Clinica de Estética Virtuosa - Balneário Camboriú,138,True,,,,
"Av. Cel. Marcos Konder, 461","4,4",Serviço de depilação a laser, 0800 942 2345 · ,https://www.vialaserdepilacao.com.br/,Vialaser Depilação a Laser,139,,False,False,,
"Av. Brasil, 2661","5,0",Clínica odontológica, (47) 3021-6901 · ,,CLÍNICA VÍTTAT ODONTOLOGIA INTEGRADA E ESTÉTICA,140,,,,,
"R. Helbert Neitzel, 229","5,0",Salão de Beleza, (47) 99719-5771 · ,https://www.facebook.com/Espacojujuestetica/,Espaço Juju,141,,True,True,https://web.facebook.com/Espacojujuestetica/services,
